,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
14524,0.09224556226406884,112.43,3.5,1.66,38.27,4.82,0.015408860911130026,0.05399974375933152,0.6525126484061331,0.0
14525,0.19211540392105692,115.44,-1.92,1.54,36.52,1.81,-0.009005760841055022,0.01866274101369876,0.6975712598266447,0.0
14526,-0.2212957510817874,114.18,35.93,1.02,39.45,1.06,0.17227280721479366,0.00886550039029277,0.4921732032861535,0.0
14527,-0.016325306905590274,106.15,-0.6,0.77,36.24,0.11,-0.003099762336160476,0.0010972215238927892,0.3986726492830924,0.0
14529,-0.6327027262349322,32.53,10.94,1.27,0.87,11.88,0.0917139258701329,0.1144764787261725,1.10629494282683,0.0
14530,0.4487127465664452,29.09,13.28,1.6,0.0,13.99,0.10532824053204078,0.12945815548694195,1.3700451312009327,0.0
14531,1.198584684949296,26.74,16.96,1.47,0.08,16.53,0.13461772752230167,0.15452292255478778,1.2479954143569618,0.0
14532,-0.02548260553902311,32.47,14.07,1.44,13.06,12.08,0.10016507854760157,0.10646627625752987,1.1605018854380844,0.0
14533,0.5053156177531484,38.12,7.88,1.24,0.22,6.62,0.05719830959205353,0.05912178826606751,1.0049441677271829,0.0
14534,-0.3625842278901318,37.31,7.14,1.16,0.03,6.33,0.0600653328896431,0.062252600643599124,0.9890792481430759,0.0
14535,0.7303119685048806,35.97,8.78,1.02,0.0,9.15,0.07543159163337022,0.08950660260195924,0.8922737521810549,0.0
14536,0.2209445621687616,33.79,9.25,1.14,0.18,10.07,0.0791980085435787,0.09680018077267258,1.018941362627959,0.0
14537,1.0638988779109821,33.1,11.76,1.17,0.89,11.69,0.09789448335069696,0.11025833138537164,1.0307149428403684,0.0
14538,0.6765086081193078,33.76,13.41,1.23,1.0,13.18,0.11015512631845302,0.12388918796816865,1.0792350404370517,0.0
14540,0.2951384839595825,115.12,-11.51,0.85,37.91,0.44,-0.06600597078302259,0.004341804693644204,0.4901088735591977,0.0
14541,-0.0050487453172913315,219.95,-114.59,2.01,47.49,-2.84,-0.4222330136992437,-0.0289470405226436,0.725151613712136,0.0
14542,-0.09709793788213424,146.42,6.23,2.06,38.38,6.6,0.02484035326177045,0.09315640009622217,0.5816548899478812,0.0
14543,0.20273932400719316,114.18,1.85,3.51,39.29,18.05,0.005259248911069021,0.1516457872238596,1.1886114016564056,0.0
14544,0.3375992596608244,149.49,-24.43,2.79,38.84,17.26,-0.0956417700219448,0.20039381119128047,0.9408421519157676,0.0
14545,0.18261206431135535,138.67,-73.28,2.39,38.41,4.92,-0.16652431596069495,0.04303958693477368,0.6197303098902466,0.0
14546,0.5143293872947279,91.38,47.49,3.21,19.94,17.29,0.16571784728953776,0.1277029079623548,1.5149047928377322,0.0
14547,0.2255900447829533,86.03,1.71,1.71,19.65,2.05,0.011135423818625279,0.02131282345946613,1.0716195863450635,0.0
14548,1.1807818219583222,75.35,8.26,1.76,14.0,8.67,0.0604204399481724,0.08919961958697788,1.2499476618823386,0.0
14549,0.7172763322300258,60.37,28.26,2.6,5.85,24.25,0.14640726565031342,0.18963369998027907,1.723153773964077,0.0
14551,0.5913978813896507,46.64,4.62,0.3,4.2,0.91,0.036194697104927266,0.008934143100251212,0.2382734249780362,0.0
14552,-0.030226634860289432,56.15,0.52,0.26,3.22,-1.18,0.004253929335497286,-0.012012550436919327,0.20829636431491244,0.0
14553,0.13447013658776386,56.15,-1.89,0.24,5.37,-1.14,-0.014176068145915053,-0.010623599683506185,0.19443621862055446,0.0
14554,0.5547405435993745,67.55,3.54,0.33,1.12,2.37,0.027806682858539284,0.02304719870249228,0.2693473335117777,0.0
14555,-0.028869045169956236,44.73,4.81,0.3,0.0,3.26,0.032738693318992415,0.025303399541220108,0.2610214529416805,0.0
14556,-1.604917032054855,61.93,1.88,0.24,0.0,-0.7,0.01674127707309098,-0.006935516285740436,0.221617212955082,0.0
14557,-0.3963797661398549,76.27,1.55,0.25,5.54,0.41,0.012992149368106169,0.003973587796796184,0.21885274815902894,0.0
14558,-0.19842467030892474,74.84,-0.29,0.25,24.48,-0.24,-0.0019121373150247352,-0.0021269165626965625,0.1844155639838172,0.0
14559,-0.10525078659954422,85.64,2.58,0.26,9.61,0.62,0.01870470922605439,0.006174211974843575,0.19010352075530354,0.0
14560,-1.2417915450905035,79.54,-2.87,0.19,8.49,-4.62,-0.02331749216307424,-0.046533776673108235,0.15474628081441005,0.0
14562,1.788657436266916,34.87,19.68,0.69,0.0,20.07,0.13734712534027416,0.15159441800380416,0.6367802111007055,0.0
14563,4.597091083916951,37.25,16.59,0.63,0.0,18.43,0.1484299284892655,0.17495563111598042,0.5947424865221854,0.0
14564,3.2825296340908188,30.32,10.99,0.59,0.0,9.38,0.09849019274274742,0.08828340138574757,0.5637753978511331,0.0
14565,0.8382062834875792,30.03,6.72,0.47,0.0,5.37,0.06137408951449206,0.051384459248595936,0.4474461195729543,0.0
14566,0.6256356553709249,39.8,7.64,0.47,0.0,5.79,0.06631071240525327,0.05352150556779825,0.43779064305196735,0.0
14567,3.483598478575967,61.48,24.95,0.72,0.0,18.04,0.2029273163922764,0.15893802778919694,0.6664035791305447,0.0
14568,1.3096016543366968,52.1,19.53,0.55,0.0,7.43,0.16581405244752026,0.068566388492319,0.5084858798596901,0.0
14569,2.7878944364898666,36.54,48.48,1.28,0.0,54.21,0.3129488926114362,0.4012263612138999,1.1133770545846071,0.0
14570,1.991307881264635,15.31,34.33,1.15,0.0,39.33,0.21293082798547228,0.28117599060468657,1.0012669658547326,0.0
14571,2.09134838211974,9.7,26.15,0.87,0.0,29.15,0.2104587844076571,0.2652431072915637,0.7700131475376816,0.0
14573,0.11175926898533743,100.33,11.45,3.61,13.99,7.58,0.053861115542735344,0.07056934581007082,1.8260690100803052,0.0
14574,-0.01334060885804883,108.41,-24.33,2.57,22.56,-8.49,-0.11462605335721054,-0.0786431246721395,1.3064255876168418,0.0
14575,0.4031692084023029,115.97,10.67,2.6,14.55,0.29,0.05455326365839334,0.002847419631496807,1.3737534455911962,0.0
14576,0.2989288989078249,109.86,7.22,3.29,0.69,0.9,0.0422958399636354,0.009294770146824385,1.8730604260709145,0.0
14577,-0.22914287683904094,104.92,-1.78,2.49,6.03,-2.19,-0.01129251288969062,-0.0223657509857776,1.5445415253568406,0.0
14578,-0.050014514305729126,106.57,-9.63,2.33,11.66,-0.6,-0.05230970473269509,-0.005694815876328304,1.333367426460021,0.0
14579,0.10648841739906996,109.06,4.49,1.77,8.79,2.81,0.02629790337150342,0.029588661750205542,0.9845361961953902,0.0
14580,0.14750029700568,92.57,10.83,2.71,13.91,6.54,0.05047231400993569,0.056783250074557,1.4562623067510954,0.0
14581,-0.022088763224339888,87.71,5.13,3.4,1.33,5.4,0.030875711878841874,0.059384357394018,1.8593804117737425,0.0
14582,-0.145116451882784,90.49,-0.87,2.33,1.06,-1.1,-0.006049925716995936,-0.011803154029414144,1.507098022241132,0.0
14586,0.4810434617057345,33.13,-4.9,2.36,3.03,0.63,-0.031602205819077765,0.00587696809349287,1.5210516429973546,0.0
14588,0.8202561059189722,54.68,19.69,2.5,3.26,12.74,0.1286021725692427,0.11665760299512787,1.6306540546277797,0.0
14590,0.8681497786409672,46.42,33.98,3.45,0.95,25.45,0.19797958188461906,0.2149227818032117,2.382033295891373,0.0
14592,0.9109926292024332,43.42,32.31,3.3,0.44,27.07,0.1867295502399565,0.2310896146296949,1.9098742706882132,0.0
14593,0.6980423934970711,41.17,27.77,3.05,0.11,21.37,0.1506084817209781,0.18042440196795065,1.9581020951694552,0.0
14594,0.442651442442793,35.88,29.12,3.19,0.0,24.78,0.1671406799817949,0.2225360357884067,2.0388022350010004,0.0
14595,0.5211511679217292,37.92,4.11,2.55,0.0,2.25,0.028888531154470244,0.022915910611743518,1.7589410205390958,0.0
14596,-0.2630614131783418,41.79,0.85,2.44,0.0,1.56,0.0065614390870174545,0.016024512918900585,1.8296162687287325,0.0
14597,0.6091296826630613,34.26,7.65,2.09,0.0,6.47,0.05635307037572804,0.061989585900393475,1.6109667232984055,0.0
14598,0.4025086112660329,32.98,9.28,2.11,0.0,9.31,0.0646802123877222,0.08736793630204838,1.5600972668850506,0.0
14600,0.4971210083993475,45.07,-2.7,1.85,0.0,0.93,-0.018255123939448798,0.008943685925726573,1.2962038423159223,0.0
14601,-0.16658886627199473,115.48,-19.39,2.02,35.77,-7.97,-0.07357249623276471,-0.0621306467595752,0.9850717176034592,0.0
14602,-0.7646737067749831,136.36,-230.46,2.55,24.97,-13.68,-1.3360509624853256,-0.21956429284890636,0.9214453004961048,0.0
14603,0.245663770314269,119.19,-52.5,5.54,23.26,1.24,-0.18112884706934454,0.01344826455463118,1.75527676425249,0.0
14604,0.07871961903427299,86.03,47.63,7.09,18.67,8.84,0.16283931678265634,0.08221889410155178,2.6052333736361937,0.0
14605,0.21109281417632603,70.44,12.34,5.19,22.26,3.1,0.04751579882506332,0.02936614008588797,2.1086049074668587,0.0
14606,0.1558035218258367,106.93,-11.3,4.87,15.09,2.66,-0.04756453850797916,0.027873788155694548,1.9545313207444381,0.0
14607,0.12349687633395802,98.16,10.35,5.62,13.77,3.59,0.04043481794567546,0.03432219178829896,2.2980745878054107,0.0
14608,0.4565471509985706,78.58,13.83,4.15,0.0,7.98,0.06992299638363947,0.0751800988439736,2.2271830490642492,0.0
14609,0.5740924620753104,64.19,18.98,2.98,0.0,10.33,0.11569059328813926,0.09690266849848224,1.9344854818829968,0.0
14611,0.004887370389311599,146.56,0.73,1.85,48.61,0.6,0.002567270463182942,0.0053461212458218756,0.7312799592017115,0.0
14612,0.080374671265696,150.85,-20.83,1.9,51.16,0.6,-0.06873202649825931,0.005595565990953063,0.6719979528427522,0.0
14613,0.03888518845892409,187.2,-13.33,1.81,53.03,3.33,-0.043466342952869406,0.032582534048272965,0.6024469401718706,0.0
14614,-0.005308918230635028,139.54,2.14,2.57,54.11,4.7,0.00634711547853381,0.04566695183569075,0.7836707315859667,0.0
14615,-0.044895405997088064,146.35,15.8,3.62,53.29,9.92,0.047024230221775834,0.09085876839514027,1.1757361575534984,0.0
14616,0.4132091194482558,130.99,16.41,2.1,48.99,9.65,0.06047782596887655,0.09361869964210644,0.7969949307320866,0.0
14617,0.210232062541898,127.8,-0.78,1.26,48.39,1.64,-0.00319841725410473,0.016070294107635625,0.5244115468289879,0.0
14618,0.1155902120984733,139.74,-15.35,1.13,55.86,-0.02,-0.06134817251577165,-0.00018683705329057684,0.4488517787239729,0.0
14619,-0.027912521304573702,135.1,-10.22,0.83,54.32,-2.0,-0.03619630837930698,-0.018483891546061646,0.3176628736075894,0.0
14620,0.09820427619102988,126.5,0.57,0.91,49.44,2.44,0.002290888456627621,0.023861782783725992,0.37002303540908543,0.0
14622,0.1126613551553301,121.37,-110.97,2.81,51.02,-5.82,-0.39838842669622704,-0.05629902603705202,1.044075109299119,0.0
14623,-0.2120293840665137,0.0,0.0,0.0,100.2,-21.08,-2.3529885220204503,-0.3995734308138525,0.8396144431568774,1.0
14625,0.28382984437821634,97.03,0.93,2.59,29.56,2.95,0.0029634410724025183,0.024897198857287986,0.9756278219888196,0.0
14626,0.1769490654047271,107.96,5.48,2.35,42.15,5.37,0.017370265965419955,0.03993975031792238,1.002692966019862,0.0
14627,0.3404579505422729,129.42,25.37,3.52,49.31,9.34,0.07603534820110623,0.08046270779176594,1.223332954332127,0.0
14628,-0.0645685055821409,123.29,7.83,2.7,52.19,3.83,0.02461510934686467,0.03504270210232845,0.9286086385515288,0.0
14629,0.2261803318647437,164.14,-15.64,2.0,51.69,-3.44,-0.0404944739038712,-0.03009180488946038,0.5905215556967802,0.0
14630,0.2216962645550815,152.03,15.32,3.24,47.45,5.54,0.03900071127933874,0.053715156903559866,0.8508533157819482,0.0
14631,0.34305297650062383,145.03,26.02,3.6,51.31,12.63,0.07429073449421979,0.1162058156258739,1.118647847528721,0.0
14632,0.03554626692500765,156.84,-24.26,2.2,56.65,-5.5,-0.07669126836840545,-0.05628731906475135,0.6785854240208492,0.0
14633,0.11009019316862903,184.07,-50.83,3.05,57.7,-4.33,-0.12722348656969548,-0.043868201574812526,0.7533508045396807,0.0
14634,0.08387753556839837,242.17,-96.82,4.43,52.59,-9.95,-0.2094790105008045,-0.10877508846203217,0.8767149413347272,0.0
14636,0.5095930312750885,38.68,14.21,1.22,5.36,11.95,0.07800236299068318,0.08584680739508879,0.9358174323498628,0.0
14637,0.21967617025164704,65.7,-15.68,0.98,10.11,10.84,-0.10068846617431516,0.10080490087406424,0.6788753703396567,0.0
14638,-0.15158789701938358,79.69,-20.99,0.87,26.99,-5.4,-0.10462472523289597,-0.046703264816712484,0.5006622868380708,1.0
14640,-0.03359790791663365,0.0,0.0,0.0,230.57,-9.09,-3.7777510695433865,-0.12085677001832405,0.30940923243875323,0.0
14641,-0.4744576288747049,0.0,0.0,0.0,50.47,-36.2,-1.4572618017833858,-0.3965400214883821,0.1927488912646808,0.0
14642,0.0,170.07,0.0,0.0,35.29,-38.43,0.0,-0.3459064786366261,0.14595148926445858,1.0
14644,0.044435821021986996,81.22,-14.08,1.68,6.55,-5.83,-0.11014815480708348,-0.06055166860660505,1.2628023039989178,0.0
14645,-0.4632700877039557,78.36,-9.83,1.59,16.66,-2.13,-0.0756978515825553,-0.022436782923922184,1.156973910048644,0.0
14646,0.3806611304581316,74.65,3.14,2.75,11.99,4.28,0.019982558172488403,0.039876548143639695,1.8796051178984607,0.0
14647,0.1433121737576447,84.37,-14.72,3.35,26.51,3.18,-0.07769169018167292,0.029781832122747962,1.8854367509667131,0.0
14648,0.1993952377437672,102.88,-4.49,3.35,19.98,2.17,-0.021145610922339242,0.020242559291994942,1.686223702897805,0.0
14649,-0.2865955355074271,94.86,5.6,2.75,26.14,2.69,0.031552105159843316,0.02740060094061437,1.5216647166460642,0.0
14650,-0.07705016087102393,111.74,-23.7,2.89,32.03,-6.18,-0.15020535977311433,-0.06802406300091578,1.6633496288163836,0.0
14651,-0.3390222306581285,562.77,-202.49,2.55,83.39,-27.94,-1.3707927439642102,-0.4682862397864024,1.0311996706130098,0.0
14652,-0.2313238780855801,225.22,-22.11,1.56,71.89,-14.83,-0.028216071910521036,-0.12700547960758202,0.2331308324909589,1.0
14654,0.6498800274970798,42.11,18.16,1.37,0.0,15.94,0.12311537050067024,0.1435750030244705,1.0341447288719918,0.0
14655,1.7065011855201684,56.25,0.86,0.96,0.0,-1.38,0.006944457959137101,-0.013890401111867135,0.7699958242287864,0.0
14656,0.2872695586304421,179.59,-36.68,1.82,52.7,-9.91,-0.18498468405690605,-0.09649594881671852,0.9404207415917946,0.0
14657,-0.3604128391198089,203.37,-345.42,4.21,52.47,-27.32,-1.0541105349989717,-0.4353086841104905,0.8056971912920052,0.0
14658,-0.8045011579240846,37.23,-1.75,3.59,26.85,5.61,-0.006086892415123161,0.05921116809049597,1.180147948743116,0.0
14659,0.9905471757555266,11.84,8.06,3.07,42.52,7.99,0.02624609842782873,0.060320710434811874,1.3239050025595287,0.0
14660,0.2799272725094503,80.57,-20.39,1.81,23.01,-3.59,-0.10405409706601053,-0.04144013560979976,0.7990064379807311,0.0
14661,-0.8125598201218431,36.84,-79.84,0.84,18.46,-22.66,-0.4724089730721627,-0.23132291031648775,0.484696793423366,0.0
14662,-0.216576390205096,96.4,5.77,0.38,22.23,3.89,0.02383015137237244,0.022912259976585376,0.2693581239524696,0.0
14663,0.06665752693329026,92.65,-7.45,0.21,0.98,-2.82,-0.05502289001624654,-0.025268196908882604,0.17338432353950295,0.0
14665,0.16616514584242753,32.7,14.45,2.3,18.95,9.99,0.08602880851163583,0.08688807876573029,1.5737424701057947,0.0
14666,0.2138821884060624,34.65,-17.19,3.03,36.86,3.48,-0.07497572638719532,0.029698317049598112,1.5484958692927184,0.0
14667,0.3274865220075477,41.97,-2.67,2.74,27.32,0.7,-0.013489589527822695,0.007765002270473612,1.25316510038844,0.0
14668,-0.1695330752157111,44.5,12.55,3.9,27.65,7.71,0.06415358870737567,0.07471574996486799,2.054240202397017,0.0
14669,-0.2167159865706575,61.14,-17.05,2.22,39.68,-6.55,-0.0847489156659486,-0.06489462943894955,1.1132562352495154,0.0
14670,-0.02593098005581858,45.83,10.37,3.62,33.31,5.84,0.03622570108330034,0.05042877384212115,1.4639903034090969,0.0
14671,0.2656547511227278,41.67,8.7,4.54,19.34,7.91,0.0408748807350908,0.0852299573501495,1.9791610212775184,0.0
14672,-0.07964421569596457,38.88,18.34,4.44,13.11,12.13,0.0756447185162295,0.1038538858446604,2.136437387308153,0.0
14673,0.05312697431426657,30.86,9.99,3.78,12.29,9.87,0.04224107631812474,0.0906725572273678,1.7400785416497704,0.0
14674,0.1397249436862857,26.07,14.6,3.86,17.4,10.08,0.06748610445810432,0.09730172291118087,1.8482263439127142,0.0
14676,0.7151663371368097,104.99,13.69,0.15,13.74,10.84,0.10464430377616643,0.10408571588230672,0.12300465458798684,0.0
14677,0.2094366671419289,106.94,3.53,0.04,12.1,1.56,0.025177245937285774,0.01407349369555592,0.03474624779099398,0.0
14678,0.20617106654737796,101.86,13.0,0.14,12.89,10.36,0.0959418474320425,0.09639272855577173,0.11084087280055956,0.0
14679,0.41907021852254905,104.52,17.91,0.21,11.08,15.9,0.1350585111636178,0.14880798201853795,0.167267308754991,0.0
14680,0.9433258384480862,104.34,5.15,0.07,10.76,5.37,0.04540800097928024,0.05638688246689597,0.061458934843367126,0.0
14681,0.2803789557629341,104.55,2.08,0.04,11.01,2.42,0.018083070273847642,0.024295054855997627,0.031364335165133574,0.0
14682,1.014262897893994,104.56,5.47,0.07,9.08,5.53,0.04762155234982469,0.05510366996605205,0.061560208792287886,0.0
14683,0.906566579915256,102.4,3.45,0.05,16.49,3.9,0.02785751864511645,0.037264114303120224,0.044970782984792144,0.0
14684,0.4987399295803222,103.64,2.0,0.04,16.21,2.46,0.016289092241904675,0.024659972990108383,0.030318854070455318,0.0
14685,0.8039203573337488,106.5,4.6,0.08,14.79,5.74,0.037731531015396766,0.05739453302058031,0.0639291568126955,0.0
14687,-0.17120872175777765,155.39,-27.71,1.53,55.25,-10.48,-0.11124249398848013,-0.08419389248440769,0.762644621564015,0.0
14688,-0.2775302256428925,132.64,-18.48,1.4,45.13,0.17,-0.062228628949873875,0.0013752514037164527,0.5879366636241342,0.0
14689,0.07334790143004574,132.1,4.24,0.84,41.94,-6.12,0.019741261034970408,-0.05908609642067315,0.4039474216104765,0.0
14690,-0.002099451970718593,118.97,-20.72,0.69,48.44,-1.78,-0.10144755649059968,-0.018072533133902075,0.33560644922852595,0.0
14691,0.3210173192306126,144.27,-64.94,0.79,43.68,-2.25,-0.3923898460872298,-0.03155191132867868,0.3406816511407512,0.0
14692,0.3026849370602877,191.19,-25.19,0.89,41.11,1.64,-0.1165287394671475,0.018639055353349962,0.3601693266694388,0.0
14693,-0.036355848328801336,181.37,-29.74,0.77,27.79,-4.33,-0.11859399878597587,-0.04556605335069304,0.293423816908379,0.0
14694,-0.13692260177568408,170.38,-63.68,0.84,30.74,0.58,-0.25808281004093325,0.006770407790840418,0.2916088650681917,0.0
14695,-0.13215707308631713,117.59,-9.42,1.07,38.99,-2.17,-0.033327104603776005,-0.020654637862217,0.3966476391544725,0.0
14696,-0.09117446114332063,114.1,-58.21,0.19,18.65,-3.25,-0.25529044180946897,-0.024771155877403302,0.1092263749700044,0.0
14698,2.0345120450644267,29.22,12.62,0.59,0.0,12.12,0.10987244930233736,0.11491431501502195,0.5430313204879956,0.0
14699,3.7463758569964303,24.86,15.46,0.57,0.0,13.52,0.13306067825611265,0.12701756674396705,0.5185842398466305,0.0
14700,2.0646223354692106,23.28,11.8,0.47,0.0,11.11,0.10364304574877024,0.10617970285534922,0.4276507180307872,0.0
14701,2.451349919687462,29.44,11.81,0.46,0.0,10.76,0.10315541965399114,0.10229896801792167,0.4187103731579373,0.0
14702,1.3444724212099521,24.72,17.66,0.38,0.0,7.07,0.14601768842930452,0.0645188498912692,0.34330026654243034,0.0
14703,0.7056790296604769,37.7,6.29,0.35,0.0,5.21,0.05757723225582439,0.05191698616347815,0.3204947008289123,0.0
14704,1.109102018676345,57.18,6.08,0.35,0.0,4.45,0.055991424984774406,0.043573629790951314,0.3264274789047768,0.0
14705,2.5138459613126107,40.88,11.62,0.33,0.0,6.17,0.10425442285428417,0.058524386290926225,0.31251909604393785,0.0
14706,3.2457593588633475,32.52,8.06,0.3,0.0,6.25,0.07501849180562448,0.060853386743260414,0.2901499765034538,0.0
14707,2.4971249106784046,31.78,4.96,0.26,0.0,3.6,0.04691317686924786,0.035351667348794434,0.2491801961557525,0.0
14709,0.4566467246550025,137.71,6.83,1.8,38.95,10.02,0.02769130742350513,0.09326956719718886,0.784477942516254,0.0
14710,0.40905948580709295,138.99,10.7,1.91,37.45,11.93,0.04178042731554868,0.11420847606642992,0.7811890533295202,0.0
14711,0.3686217365242651,155.73,19.1,1.98,36.34,11.28,0.07060541213049029,0.10339624247058243,0.7992319073649532,0.0
14712,0.4654543014111508,122.33,13.61,2.05,37.46,11.1,0.05281017317740188,0.10607172202924517,0.8335144495924577,0.0
14713,0.3882817294387171,115.93,13.24,1.88,42.36,9.06,0.042664751367644964,0.07687443550045812,0.7130764099839596,0.0
14714,0.5058970604790063,104.76,20.43,1.87,31.47,7.66,0.07420454770784504,0.07369837531561832,0.7049487448828923,0.0
14715,0.1674099640129788,133.18,10.28,1.84,30.22,6.7,0.04092864894891898,0.06474483648185997,0.7605171828913229,0.0
14716,0.4169901893361278,120.13,7.21,1.87,30.5,6.49,0.0289261901366468,0.06210841580181705,0.7848996748402882,0.0
14717,0.4613305892665208,109.93,11.6,1.8,32.55,6.05,0.04744360770598654,0.05883226876184387,0.7578729981024203,0.0
14718,0.2844982554124313,122.23,6.96,1.71,44.43,4.34,0.02272986192395716,0.03780870196789448,0.6405038146489168,0.0
14720,4.11911765681549,20.15,8.19,1.7,1.09,5.54,0.07251225614954097,0.05561051258263013,1.496121329746055,0.0
14721,0.7095103592148789,29.92,8.84,1.28,5.14,2.35,0.07159112261769718,0.021834137297391042,1.1123325900837686,0.0
14722,0.5888245306381952,31.92,3.56,0.9,0.0,3.63,0.03279077558437639,0.0378700140327795,0.7947615199905853,0.0
14723,0.7560986621619246,38.43,3.74,1.0,0.0,-0.88,0.030752780590726333,-0.00799653072472616,0.9057058550620144,0.0
14724,0.061638121321648184,44.83,1.68,1.19,0.0,1.07,0.014797022910576316,0.010639949513373484,1.0636153435877962,0.0
14725,0.051932392814494216,43.8,0.68,1.11,0.0,-0.32,0.006019754436186524,-0.0032291868943940052,0.9839800262158672,0.0
14726,1.792018838988789,43.11,3.56,1.02,0.0,4.29,0.032109428379326746,0.04330694553724089,0.9104184664281856,0.0
14727,-0.2333821784314431,47.19,1.88,0.91,0.0,1.46,0.01675066518569011,0.01446953983370931,0.8168721845789522,0.0
14728,4.702459362446571,46.25,-3.25,0.94,0.0,-2.55,-0.030821286913976325,-0.026592087866628672,0.8516637816150443,0.0
14729,-0.5791930104929701,43.99,4.01,0.94,0.0,6.33,0.036398493658188015,0.06217788405103172,0.8677053733907205,0.0
14731,1.7722733256877372,65.69,7.43,1.04,0.0,7.58,0.059998859055798534,0.07887143582238579,0.8103634307045684,0.0
14732,1.4341610710083839,62.06,7.64,0.98,0.95,7.43,0.060892113249022925,0.07031601974877275,0.8289322338023748,0.0
14733,0.8601575344318532,86.44,17.72,1.21,13.26,18.3,0.12589060105845845,0.16523688144290485,0.9484278924095562,0.0
14734,0.11170487071212136,94.43,-2.11,0.81,19.05,-3.11,-0.014713380758134756,-0.030701565776745286,0.5707382010767695,0.0
14735,-0.12247549053696308,115.82,-11.18,1.07,36.44,-6.1,-0.059373372942623286,-0.05603339673762242,0.6211055473507758,0.0
14736,-0.1779241001066641,113.06,-13.47,0.97,45.18,-7.49,-0.0571974699925114,-0.07025515258879506,0.4384052442107926,0.0
14737,0.11897368569254327,98.91,10.35,2.46,43.69,7.37,0.03493956399886916,0.06570211300327976,1.0010829905819585,0.0
14738,-0.1416642690832896,115.2,-28.38,1.72,50.75,-10.2,-0.10899739197563572,-0.0990650029930413,0.6811763606555306,0.0
14739,0.1416720258669368,91.35,-23.45,1.18,42.12,-6.64,-0.0963179215693078,-0.06686144525508336,0.4791530550237051,0.0
14740,0.08214265879506362,82.29,10.66,1.24,42.07,4.5,0.04714343049795782,0.0446882648034775,0.5523882523378421,0.0
14742,0.4104878399354973,61.69,-55.56,0.87,34.15,-20.67,-0.4130624601260968,-0.23281343711608946,0.5740212976671053,0.0
14743,-0.41004903052008657,89.24,-58.02,0.89,38.59,-16.05,-0.21196327954866287,-0.12022092599387453,0.4340955406522492,0.0
14745,0.2412832638213259,44.47,2.14,0.51,10.04,0.12,0.016536675178600666,0.0011545955570819676,0.4194618138834675,0.0
14746,-0.07380277277815092,50.76,-7.13,1.28,0.28,-5.31,-0.056744082612005885,-0.055387249057691136,0.980844159717566,0.0
14747,0.3512205281532746,64.42,5.25,0.79,3.74,-0.85,0.036386021034454964,-0.00807769610292239,0.5753409014205596,0.0
14748,-0.1912748227492591,62.77,14.12,2.37,4.2,9.58,0.07754799694248457,0.08221536281996114,1.5156427016123497,0.0
14749,0.05539944391087578,60.01,8.17,2.26,6.44,4.98,0.05334565028832655,0.05261427603763448,1.3942072053439871,0.0
14750,0.5520005853026829,58.92,2.36,1.12,4.91,0.83,0.018181631631782512,0.00903956822784436,0.7918869147868489,0.0
14751,0.15977128382825476,57.5,9.19,1.4,7.99,9.62,0.05954978894144498,0.08638826501729269,1.011406672784095,0.0
14752,0.4071354897114454,69.36,11.62,1.56,11.98,9.33,0.07155755102800902,0.08586938238691164,1.0416715732398034,0.0
14753,0.17649813802563893,67.19,13.86,1.72,8.75,10.42,0.08871277446213348,0.0993269771381995,1.1557604179019392,0.0
14754,0.18672771101121188,63.98,10.1,1.46,10.34,7.52,0.06583635867462527,0.07220732646580585,0.9926289788673444,0.0
14756,0.23797639226260997,59.92,15.72,3.38,12.77,8.86,0.07561798039189384,0.08428285376533287,1.7075577365240069,0.0
14757,0.1110225582519064,59.77,15.99,3.1,10.14,9.97,0.08355438962673123,0.09804209037405476,1.648160917731724,0.0
14758,0.16990977162122947,60.89,15.82,2.96,9.86,9.63,0.08203588288906663,0.09057148263501998,1.6348922566837742,0.0
14759,0.1801621748241298,65.35,12.93,2.75,13.63,8.0,0.06830769858852173,0.07669699601472861,1.5135266624806625,0.0
14760,0.07113618230109173,75.05,3.86,2.92,11.1,2.67,0.019364515559527028,0.024000537549368168,1.6295916488834965,0.0
14761,0.16249397525825884,74.34,2.14,2.54,9.3,0.87,0.012827335192656115,0.00896396937387148,1.4786930551615434,0.0
14762,0.17329058351732976,67.64,3.15,2.72,3.56,3.76,0.018797347454299108,0.0373156658716392,1.6346028421760794,0.0
14763,0.2366106271409953,63.14,11.14,3.07,0.09,10.32,0.06739464463362205,0.10077322774186466,1.9008376353631415,0.0
14764,0.13673612468429314,58.35,13.61,3.0,0.01,11.76,0.083874041688136,0.1120030749529822,1.9440426829715711,0.0
14765,0.03193446052575113,56.37,13.36,2.78,0.01,10.81,0.08374659523666936,0.10242590926216988,1.8379811877354024,0.0
14767,0.3420023211380118,131.0,15.08,4.79,4.92,6.33,0.046985440548927136,0.05675789241484331,1.6647395500848965,0.0
14768,0.2181132953952004,109.19,28.66,4.85,7.64,8.55,0.09166758777383496,0.07653737254684521,1.7312285235559832,0.0
14769,0.22010241790907,105.65,20.63,4.46,10.07,6.98,0.07204986695217225,0.06578832040689499,1.6539508786375272,0.0
14770,0.4476886012751939,121.8,15.02,3.84,9.17,6.54,0.050802832876101496,0.060634424851768835,1.401188326647413,0.0
